ID,Type,SKU,Name,Published,"Is featured?","Visibility in catalog","Short description",Description,"Date sale price starts","Date sale price ends","Tax status","Tax class","In stock?",Stock,"Backorders allowed?","Sold individually?","Weight (kg)","Length (cm)","Width (cm)","Height (cm)","Allow customer reviews?","Purchase note","Sale price","Regular price",Categories,Tags,"Shipping class",Images,"Download limit","Download expiry days",Parent,"Grouped products",Upsells,Cross-sells,"External URL","Button text",Position,"Attribute 1 name","Attribute 1 value(s)","Attribute 1 visible","Attribute 1 global","Attribute 2 name","Attribute 2 value(s)","Attribute 2 visible","Attribute 2 global","Attribute 3 name","Attribute 3 value(s)","Attribute 3 visible","Attribute 3 global","Attribute 2 default"
817,simple,,"Cotton-Jersey and Tiered Pleated Poplin T-shirt",1,0,visible,"Balmain's top is cut from soft cotton-jersey in a relaxed fit. It's printed with the brand's emblem and finished with signature embossed gold buttons at the shoulders. This off-duty essential looks especially cool with biker jeans and heels.",,,,taxable,,1,,0,0,,,,,0,,,127.35,Women,,,"http://localhost:8888/wordpress/wp-content/uploads/2017/01/gray-top01.jpg, http://localhost:8888/wordpress/wp-content/uploads/2017/01/gray-top02.jpg, http://localhost:8888/wordpress/wp-content/uploads/2017/01/gray-top03.jpg, http://localhost:8888/wordpress/wp-content/uploads/2017/01/gray-top04.jpg, http://localhost:8888/wordpress/wp-content/uploads/2017/01/gray-top05.jpg",,,,,,,,,0,,,,,,,,,,,,,
917,simple,,"Cutout cashmere, wool and silk-blend sweater",1,1,visible,"Givenchy's orange sweater has been finely loomed in Italy from a sumptuous cashmere, wool and silk-blend. The label is famed for subversive details and this style has a curved cutout at the hem for a graphic look. Make it pop against leather pants.",,,,taxable,,0,0,0,0,0.5,120,45,70,1,,,1090,Gifts,,,"http://localhost:8888/wordpress/wp-content/uploads/2017/01/orange-bud-03.jpg, http://localhost:8888/wordpress/wp-content/uploads/2017/01/orange-bud-01.jpg, http://localhost:8888/wordpress/wp-content/uploads/2017/01/orange-bud-02.jpg",,,,,,,,,0,color,"Black, Yellow",1,1,Sizing,"Fits true to size\, take your normal size",1,0,"Model Info","177cm/ 5'10"" and is wearing a size XSmall",1,0,
918,variation,,"Cutout cashmere, wool and silk-blend sweater - Yellow",1,0,visible,,,,,taxable,parent,1,,0,0,,,,,0,,,85,,,,,,,id:917,,,,,,1,color,Yellow,,1,,,,,,,,,
919,variation,,"Cutout cashmere, wool and silk-blend sweater - Black",1,0,visible,,,,,taxable,parent,1,,0,0,,,,,0,,,85,,,,,,,id:917,,,,,,1,color,Black,,1,,,,,,,,,
924,simple,,"Cotton-Jersey Top",1,0,visible,"Adam Lippes' top is cut from ultra soft Pima cotton in a slim fit that's perfect for layering. We love this wardrobe essential - tuck the split sides into a pair of printed pants. Purchase on <a href=""https://www.net-a-porter.com/ro/en/product/801592/adam_lippes/pima-cotton-jersey-top"" target=""_blank"">net-a-porter.com</a>",,,,taxable,,1,,0,0,,,,,0,,,115,Women,,,"http://localhost:8888/wordpress/wp-content/uploads/2017/01/bbeauty01.jpg, http://localhost:8888/wordpress/wp-content/uploads/2017/01/bbeauty02.jpg, http://localhost:8888/wordpress/wp-content/uploads/2017/01/bbeauty03.jpg",,,,,,,,,0,color,Black,0,1,,,,,,,,,
928,variable,,"Cotton Jersey Top (Variable)",1,0,visible,"Tote bag gochujang dreamcatcher fanny pack banh mi cold-pressed. Vape mlkshk sriracha marfa. Occupy jean shorts freegan, PBR&amp;B selvage wolf tofu vice shabby chic art party cliche poutine ramps palo santo.",,,,taxable,,1,,0,0,,,,,0,,,,Gifts,,,"http://localhost:8888/wordpress/wp-content/uploads/2017/01/bbeauty03.jpg, http://localhost:8888/wordpress/wp-content/uploads/2017/01/bbeauty02.jpg, http://localhost:8888/wordpress/wp-content/uploads/2017/01/bbeauty03.jpg",,,,,,,,,0,color,"Black, White",0,1,size,"L, M, S, XL",0,1,,,,,M
930,simple,,"Neutral Washed Silk Blouse",1,0,visible,"Adam Lippes' top is cut from ultra soft Pima cotton in a slim fit that's perfect for layering. We love this wardrobe essential - tuck the split sides into a pair of printed pants.",,,,taxable,,1,,0,0,,,,,0,,,246,Women,,,"http://localhost:8888/wordpress/wp-content/uploads/2017/11/product-feat.jpg, http://localhost:8888/wordpress/wp-content/uploads/2017/01/cream02.jpg, http://localhost:8888/wordpress/wp-content/uploads/2017/01/cream03.jpg, http://localhost:8888/wordpress/wp-content/uploads/2017/01/cream05.jpg, http://localhost:8888/wordpress/wp-content/uploads/2017/01/cream04.jpg",,,,,,,,,0,color,Black,0,1,,,,,,,,,
936,simple,,"Neutral Silk Blouse",1,1,visible,"Cut from light and fluid mushroom washed silk-georgette, it's designed with a wrap-effect front and a longer back hem for extra coverage. Team it with your favorite jeans and heels.",,,,taxable,,1,,0,0,,,,,0,,79,129,Gifts,,,"http://localhost:8888/wordpress/wp-content/uploads/2017/01/cream01.jpg, http://localhost:8888/wordpress/wp-content/uploads/2017/01/cream02.jpg, http://localhost:8888/wordpress/wp-content/uploads/2017/01/cream03.jpg, http://localhost:8888/wordpress/wp-content/uploads/2017/01/cream05.jpg, http://localhost:8888/wordpress/wp-content/uploads/2017/01/008b.jpg",,,,,,,,,0,color,Black,0,1,,,,,,,,,
941,external,,"External / Affiliate Product",1,0,visible,"External or Affiliate – one that you list and describe on your website but is sold elsewhere. The Add to Cart button turns into a custom one.",,,,taxable,,1,,0,0,,,,,0,,,360,Women,,,"http://localhost:8888/wordpress/wp-content/uploads/2017/01/007a.jpg, http://localhost:8888/wordpress/wp-content/uploads/2017/01/007c.jpg, http://localhost:8888/wordpress/wp-content/uploads/2017/01/007b.jpg",,,,,,,https://www.amazon.com/,"Buy on Amazon.com",0,color,Black,0,1,,,,,,,,,
942,simple,,"Product Layout 4",1,0,visible,"We love the exaggerated, fingertip-grazing length of the sleeves. Wear yours with wide-leg pants. Purchase on <a href=""https://www.net-a-porter.com/ro/en/product/799320/tibi/two-tone-cotton-poplin-shirt"" target=""_blank"" rel=""noopener"">net-a-porter.com</a>",,,,taxable,,1,,0,0,,,,,0,,,360,Gifts,,,"http://localhost:8888/wordpress/wp-content/uploads/2017/02/portfolio-fashion-photography.jpg, http://localhost:8888/wordpress/wp-content/uploads/2017/01/007b.jpg, http://localhost:8888/wordpress/wp-content/uploads/2017/01/007c.jpg, http://localhost:8888/wordpress/wp-content/uploads/2017/02/portfolio-gcollection-09.jpg, http://localhost:8888/wordpress/wp-content/uploads/2017/01/007a.jpg",,,,,,,,,0,color,Black,0,1,,,,,,,,,
948,simple,,"Stretch Silk Mini Dress",1,0,visible,"Adam Lippes' top is cut from ultra soft Pima cotton in a slim fit that's perfect for layering. We love this wardrobe essential - tuck the split sides into a pair of printed pants.",,,,taxable,,1,,0,0,,,,,0,,,78,Women,,,"http://localhost:8888/wordpress/wp-content/uploads/2017/01/008d.jpg, http://localhost:8888/wordpress/wp-content/uploads/2017/01/008a.jpg, http://localhost:8888/wordpress/wp-content/uploads/2017/01/008b.jpg, http://localhost:8888/wordpress/wp-content/uploads/2017/01/008c.jpg",,,,,,,,,0,color,Black,0,1,,,,,,,,,
953,simple,,"Lose Oversized Shirt",1,1,visible,"Photo booth quinoa direct trade unicorn vegan kombucha, enamel pin shabby chic waistcoat la croix post-ironic tbh drinking vinegar copper mug. Purchase this product on <a href=""https://www.farfetch.com/ro/shopping/women/each-x-other--lose-oversized-shirt-item-11738528.aspx?storeid=10382&amp;from=listing&amp;tglmdl=1&amp;ffref=lp_pic_375_6_"" target=""_blank"" rel=""noopener"">farfetch.com</a>.",,,,taxable,,1,,0,0,,,,,0,,,238,Gifts,,,"http://localhost:8888/wordpress/wp-content/uploads/2017/01/008c.jpg, http://localhost:8888/wordpress/wp-content/uploads/2017/01/008b.jpg, http://localhost:8888/wordpress/wp-content/uploads/2017/01/008c.jpg, http://localhost:8888/wordpress/wp-content/uploads/2017/01/008d.jpg",,,,,"id:942, id:930",,,,0,color,Black,0,1,,,,,,,,,
2825,variation,,"Cotton Jersey Top (Variable) - White",1,0,visible,,,,,taxable,,1,,0,0,,,,,0,,,125,,,,,,,id:928,,,,,,2,color,White,,1,size,,,1,,,,,
2843,simple,,"Digital Download",1,0,visible,"Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas. Vestibulum tortor quam, feugiat vitae, ultricies eget, tempor sit amet, ante. Donec eu libero sit amet quam egestas semper. Aenean ultricies mi vitae est. Mauris placerat eleifend leo.",,,,taxable,,1,,0,0,,,,,0,,,216,"Categories Grid > Sales",,,http://localhost:8888/wordpress/wp-content/uploads/2017/11/ebook2.jpg,,,,,,,,,0,,,,,,,,,,,,,
